"address_id","address","address2","district","city_id","postal_code","phone","location","last_update"
212.00,"624 Oshawa Boulevard","","West Bengali",51.00,"89959","49677664184","POINT (88.7773227 25.2209978)",9/25/2014 22:31:11
213.00,"43 Dadu Avenue","","Rajasthan",74.00,"4855","95666951770","POINT (74.6352311 25.3464477)",9/25/2014 22:31:12
214.00,"751 Lima Loop","","Aden",7.00,"99405","756460337785","POINT (45.0366738 12.7794459)",9/25/2014 22:34:08
215.00,"1333 Haldia Street","","Jilin",174.00,"82161","408304391718","POINT (124.8166714 45.1833321)",9/25/2014 22:30:33
216.00,"660 Jedda Boulevard","","Washington",65.00,"25053","168758068397","POINT (-122.2006874 47.6103871)",9/25/2014 22:33:45
217.00,"1001 Miyakonojo Lane","","Taizz",518.00,"67924","584316724815","POINT (44.0209143 13.5795289)",9/25/2014 22:34:11
218.00,"226 Brest Manor","","California",508.00,"2299","785881412500","POINT (-122.0363565 37.3688354)",9/25/2014 22:34:02
219.00,"1229 Valencia Parkway","","Haskovo",498.00,"99124","352679173732","POINT (0 0)",9/25/2014 22:30:24
220.00,"1201 Qomsheh Manor","","Gois",28.00,"21464","873492228462","POINT (0 0)",9/25/2014 22:30:15
221.00,"866 Shivapuri Manor","","Uttar Pradesh",448.00,"22474","778502731092","POINT (78.5668976 28.5832347)",9/25/2014 22:31:26
222.00,"1168 Najafabad Parkway","","Kabol",251.00,"40301","886649065861","POINT (69.1723396 34.5281317)",9/25/2014 22:29:59
223.00,"1244 Allappuzha (Alleppey) Place","","Buenos Aires",567.00,"20657","991802825778","POINT (0 0)",9/25/2014 22:30:08
224.00,"1842 Luzinia Boulevard","","Zanzibar West",593.00,"94420","706878974831","POINT (39.1979342 -6.1639465)",9/25/2014 22:33:19
225.00,"1926 Gingoog Street","","Sisilia",511.00,"22824","469738825391","POINT (15.2762835 37.0841577)",9/25/2014 22:31:44
226.00,"810 Palghat (Palakkad) Boulevard","","Jaroslavl",235.00,"73431","516331171356","POINT (39.8736803 57.6298723)",9/25/2014 22:32:49
227.00,"1820 Maring Parkway","","Punjab",324.00,"88307","99760893676","POINT (73.4843114 32.5833916)",9/25/2014 22:32:30
228.00,"60 Poos de Caldas Street","","Rajasthan",243.00,"82338","963063788669","POINT (73.0059404 26.2684113)",9/25/2014 22:31:18
229.00,"1014 Loja Manor","","Tamil Nadu",22.00,"66851","460795526514","POINT (80.1615253 13.0981817)",9/25/2014 22:31:10
230.00,"201 Effon-Alaiye Way","","Asuncin",37.00,"64344","684192903087","POINT (0 0)",9/25/2014 22:32:31
231.00,"430 Alessandria Loop","","Saarland",439.00,"47446","669828224459","POINT (0 0)",9/25/2014 22:31:06
232.00,"754 Valencia Place","","Phnom Penh",406.00,"87911","594319417514","POINT (104.9160101 11.5624572)",9/25/2014 22:30:25
233.00,"356 Olomouc Manor","","Gois",26.00,"93323","22326410776","POINT (0 0)",9/25/2014 22:30:15
234.00,"1256 Bislig Boulevard","","Botosani",86.00,"50598","479007229460","POINT (26.6666762 47.7515488)",9/25/2014 22:32:46
235.00,"954 Kimchon Place","","West Bengali",559.00,"42420","541327526474","POINT (0 0)",9/25/2014 22:31:28
236.00,"885 Yingkou Manor","","Kaduna",596.00,"31390","588964509072","POINT (7.7227418 11.1112878)",9/25/2014 22:32:28
237.00,"1736 Cavite Place","","Qina",216.00,"98775","431770603551","POINT (0 0)",9/25/2014 22:30:56
238.00,"346 Skikda Parkway","","Hawalli",233.00,"90628","630424482919","POINT (0 0)",9/25/2014 22:31:57
239.00,"98 Stara Zagora Boulevard","","Valle",96.00,"76448","610173756082","POINT (-77.0311671 3.8801538)",9/25/2014 22:30:51
240.00,"1479 Rustenburg Boulevard","","Southern Tagalog",527.00,"18727","727785483194","POINT (0 0)",9/25/2014 22:32:40
241.00,"647 A Corua (La Corua) Street","","Chollanam",357.00,"36971","792557457753","POINT (0 0)",9/25/2014 22:33:07
242.00,"1964 Gijn Manor","","Karnataka",473.00,"14408","918119601885","POINT (75.5679104 13.9315793)",9/25/2014 22:31:26
243.00,"47 Syktyvkar Lane","","West Java",118.00,"22236","63937119031","POINT (106.7586171 -6.6230602)",9/25/2014 22:31:31
244.00,"1148 Saarbrcken Parkway","","Fukushima",226.00,"1921","137773001988","POINT (140.8833374 37.0547352)",9/25/2014 22:31:47
245.00,"1103 Bilbays Parkway","","Hubei",578.00,"87660","279979529227","POINT (112.1447918 32.0422301)",9/25/2014 22:30:45
246.00,"1246 Boksburg Parkway","","Hebei",422.00,"28349","890283544295","POINT (119.5883327 39.9316729)",9/25/2014 22:30:41
247.00,"1483 Pathankot Street","","Tucumn",454.00,"37288","686015532180","POINT (0 0)",9/25/2014 22:30:06
248.00,"582 Papeete Loop","","Central Visayas",294.00,"27722","569868543137","POINT (123.9494442 10.3102867)",9/25/2014 22:32:38
249.00,"300 Junan Street","","Kyonggi",553.00,"81314","890289150158","POINT (0 0)",9/25/2014 22:33:08
250.00,"829 Grand Prairie Way","","Paran",328.00,"6461","741070712873","POINT (0 0)",9/25/2014 22:30:20
251.00,"1473 Changhwa Parkway","","Mxico",124.00,"75933","266798132374","POINT (0 0)",9/25/2014 22:32:03
252.00,"1309 Weifang Street","","Florida",520.00,"57338","435785045362","POINT (-84.2807393 30.4382689)",9/25/2014 22:34:02
253.00,"1760 Oshawa Manor","","Tianjin",535.00,"38140","56257502250","POINT (117.1766766 39.1422277)",9/25/2014 22:30:43
254.00,"786 Stara Zagora Way","","Oyo & Osun",390.00,"98332","716256596301","POINT (3.9333328 7.8531924)",9/25/2014 22:32:27
255.00,"1966 Tonghae Street","","Anhalt Sachsen",198.00,"36481","567359279425","POINT (125127014 51.5661974)",9/25/2014 22:31:05
256.00,"1497 Yuzhou Drive","","England",312.00,"3433","246810237916","POINT (-0.1257486 51.5085304)",9/25/2014 22:33:37
258.00,"752 Ondo Loop","","Miyazaki",338.00,"32474","134673576619","POINT (131.0666764 31.7333371)",9/25/2014 22:31:50
259.00,"1338 Zalantun Lane","","Minas Gerais",413.00,"45403","840522972766","POINT (0 0)",9/25/2014 22:30:21
260.00,"127 Iwakuni Boulevard","","Central Luzon",192.00,"20777","987442542471","POINT (120.7327195 14.8341331)",9/25/2014 22:32:37
261.00,"51 Laredo Avenue","","Sagaing",342.00,"68146","884536620568","POINT (95.1358394 22.1085695)",9/25/2014 22:32:18
262.00,"771 Yaound Manor","","Sofala",64.00,"86768","245477603573","POINT (34.8388913 -19.8436187)",9/25/2014 22:32:17
263.00,"532 Toulon Street","","Santiago",460.00,"69517","46871694740","POINT (-70.6970306 19.4517425)",9/25/2014 22:30:55
264.00,"1027 Banjul Place","","West Bengali",197.00,"50390","538241037443","POINT (88.4185932 22.9321815)",9/25/2014 22:31:16
265.00,"1158 Mandi Bahauddin Parkway","","Shanxi",136.00,"98484","276555730211","POINT (113.2913974 40.0936132)",9/25/2014 22:30:32
266.00,"862 Xintai Lane","","Cagayan Valley",548.00,"30065","265153400632","POINT (121.7269485 17.6130638)",9/25/2014 22:32:41
267.00,"816 Cayenne Parkway","","Manab",414.00,"93629","282874611748","POINT (0 0)",9/25/2014 22:30:56
268.00,"1831 Nam Dinh Loop","","National Capital Reg",323.00,"51990","322888976727","POINT (0 0)",9/25/2014 22:32:38
269.00,"446 Kirovo-Tepetsk Lane","","Osaka",203.00,"19428","303967439816","POINT (135.6176571 34.6711229)",9/25/2014 22:31:45
270.00,"682 Halisahar Place","","Severn Morava",378.00,"20536","475553436330","POINT (0 0)",9/25/2014 22:30:54
271.00,"1587 Loja Manor","","Salzburg",447.00,"5410","621625204422","POINT (13.0439929 47.7994114)",9/25/2014 22:30:10
272.00,"1762 Paarl Parkway","","Hunan",298.00,"53928","192459639410","POINT (111.4294489 27.6880608)",9/25/2014 22:30:39
273.00,"1519 Ilorin Place","","Kerala",395.00,"49298","357445645426","POINT (76.6562581 10.7744394)",9/25/2014 22:31:21
274.00,"920 Kumbakonam Loop","","California",446.00,"75090","685010736240","POINT (-121.6555701 36.6777408)",9/25/2014 22:34:00
275.00,"906 Goinia Way","","Wielkopolskie",255.00,"83565","701767622697","POINT (18.0910245 51.7610909)",9/25/2014 22:32:42
276.00,"1675 Xiangfan Manor","","Tamil Nadu",283.00,"11763","271149517630","POINT (79.3912412 10.9620955)",9/25/2014 22:31:20
277.00,"85 San Felipe de Puerto Plata Drive","","Shandong",584.00,"46063","170739645687","POINT (121.4408172 37.4764973)",9/25/2014 22:30:48
278.00,"144 South Hill Loop","","Guanajuato",445.00,"2012","45387294817","POINT (-101.1915495 20.5719604)",9/25/2014 22:32:11
279.00,"1884 Shikarpur Avenue","","Haryana",263.00,"85548","959949395183","POINT (76.9883944 29.6900906)",9/25/2014 22:31:19
280.00,"1980 Kamjanets-Podilskyi Street","","Illinois",404.00,"89502","874337098891","POINT (-89.5889971 40.6936559)",9/25/2014 22:33:57
281.00,"1944 Bamenda Way","","Michigan",573.00,"24645","75975221996","POINT (-83.0277992 42.4775472)",9/25/2014 22:34:03
282.00,"556 Baybay Manor","","Oyo & Osun",374.00,"55802","363982224739","POINT (4.2644189 8.1567516)",9/25/2014 22:32:25
283.00,"457 Tongliao Loop","","Bursa",222.00,"56254","880756161823","POINT (0 0)",9/25/2014 22:33:25
284.00,"600 Bradford Street","","East Azerbaidzan",514.00,"96204","117592274996","POINT (46.2919332 38.0829411)",9/25/2014 22:31:40
285.00,"1006 Santa Brbara dOeste Manor","","Ondo & Ekiti",389.00,"36229","85059738746","POINT (5.5868183 7.1962061)",9/25/2014 22:32:26
286.00,"1308 Sumy Loop","","Fujian",175.00,"30657","583021225407","POINT (119.3061118 26.0613964)",9/25/2014 22:30:34
287.00,"1405 Chisinau Place","","Ponce",411.00,"8160","62781725285","POINT (-66.6140669 18.0110803)",9/25/2014 22:32:45
288.00,"226 Halifax Street","","Xinxiang",277.00,"58492","790651020929","POINT (0 0)",9/25/2014 22:30:38
289.00,"1279 Udine Parkway","","Edo & Delta",69.00,"75860","195003555232","POINT (5.6274942 6.3350511)",9/25/2014 22:32:23
290.00,"1336 Benin City Drive","","Shiga",386.00,"46044","341242939532","POINT (135.8683324 35.0044473)",9/25/2014 22:31:53
291.00,"1155 Liaocheng Place","","Oyo & Osun",152.00,"22650","558236142492","POINT (0 0)",9/25/2014 22:32:23
292.00,"1993 Tabuk Lane","","Tamil Nadu",522.00,"64221","648482415405","POINT (80.1270701 12.9246028)",9/25/2014 22:31:27
293.00,"86 Higashiosaka Lane","","Guanajuato",563.00,"33768","957128697225","POINT (-101.1891745 20.3932178)",9/25/2014 22:32:14
294.00,"1912 Allende Manor","","Kowloon and New Kowl",279.00,"58124","172262454487","POINT (0 0)",9/25/2014 22:31:09
295.00,"544 Tarsus Boulevard","","Gurico",562.00,"53145","892523334","POINT (0 0)",9/25/2014 22:34:05
296.00,"1936 Cuman Avenue","","Virginia",433.00,"61195","976798660411","POINT (-79.9414311 37.2709788)",9/25/2014 22:33:58
297.00,"1192 Tongliao Street","","Sharja",470.00,"19065","350970907017","POINT (55.4120655 25.3373777)",9/25/2014 22:33:35
298.00,"44 Najafabad Way","","Baskimaa",146.00,"61391","96604821070","POINT (0 0)",9/25/2014 22:33:08
299.00,"32 Pudukkottai Lane","","Ohio",140.00,"38834","967274728547","POINT (-84.1916155 39.7589524)",9/25/2014 22:33:49
300.00,"661 Chisinau Lane","","Pietari",274.00,"8856","816436065431","POINT (0 0)",9/25/2014 22:32:51
301.00,"951 Stara Zagora Manor","","Punjab",400.00,"98573","429925609431","POINT (76.4026681 30.3271521)",9/25/2014 22:31:22
302.00,"922 Vila Velha Loop","","Maharashtra",9.00,"4085","510737228015","POINT (74.7384344 19.0945716)",9/25/2014 22:31:10
303.00,"898 Jining Lane","","Pohjois-Pohjanmaa",387.00,"40070","161643343536","POINT (25.4681696 65.0123605)",9/25/2014 22:31:00
304.00,"1635 Kuwana Boulevard","","Hiroshima",205.00,"52137","710603868323","POINT (132.4593736 34.3962703)",9/25/2014 22:31:46
305.00,"41 El Alto Parkway","","Maharashtra",398.00,"56883","51917807050","POINT (76.7708194 19.2685546)",9/25/2014 22:31:22
306.00,"1883 Maikop Lane","","Kaliningrad",254.00,"68469","96110042435","POINT (20.5109506 54.7064978)",9/25/2014 22:32:50
307.00,"1908 Gaziantep Place","","Liaoning",536.00,"58979","108053751300","POINT (123.6058384 42.4130612)",9/25/2014 22:30:43
308.00,"687 Alessandria Parkway","","Sanaa",455.00,"57587","407218522294","POINT (44.2066796 15.3547228)",9/25/2014 22:34:10
309.00,"827 Yuncheng Drive","","Callao",99.00,"79047","504434452842","POINT (-77.1181422 -12.0565969)",9/25/2014 22:32:32
310.00,"913 Coacalco de Berriozbal Loop","","Texas",33.00,"42141","262088367001","POINT (-97.1080797 32.7356954)",9/25/2014 22:33:43
311.00,"715 So Bernardo do Campo Lane","","Kedah",507.00,"84804","181179321332","POINT (100.4877252 5.6471605)",9/25/2014 22:32:00
312.00,"1354 Siegen Street","","Rio de Janeiro",25.00,"80184","573441801529","POINT (-44.3180635 -23.0066772)",9/25/2014 22:30:15
313.00,"1191 Sungai Petani Boulevard","","Missouri",262.00,"9668","983259819766","POINT (-94.5785792 39.0997303)",9/25/2014 22:33:54
314.00,"1224 Huejutla de Reyes Boulevard","","Lombardia",91.00,"70923","806016930576","POINT (10.2147236 45.5355809)",9/25/2014 22:31:43
315.00,"543 Bergamo Avenue","","Minas Gerais",215.00,"59686","103602195112","POINT (0 0)",9/25/2014 22:30:18
316.00,"746 Joliet Lane","","Kursk",286.00,"94878","688485191923","POINT (36.1873575 51.7373341)",9/25/2014 22:32:52
317.00,"780 Kimberley Way","","Tabuk",515.00,"17032","824396883951","POINT (36.5715155 28.3998035)",9/25/2014 22:33:00
318.00,"1774 Yaound Place","","Hubei",166.00,"91400","613124286867","POINT (114.7797975 30.4883229)",9/25/2014 22:30:33
319.00,"1957 Yantai Lane","","So Paulo",490.00,"59255","704948322302","POINT (0 0)",9/25/2014 22:30:22
320.00,"1542 Lubumbashi Boulevard","","Tel Aviv",57.00,"62472","508800331065","POINT (34.7518577 32.0237941)",9/25/2014 22:31:41
321.00,"651 Pathankot Loop","","Maharashtra",336.00,"59811","139378397418","POINT (74.6466372 16.8241727)",9/25/2014 22:31:20
322.00,"1359 Zhoushan Parkway","","Streymoyar",545.00,"29763","46568045367","POINT (0 0)",9/25/2014 22:30:59
323.00,"1769 Iwaki Lane","","Kujawsko-Pomorskie",97.00,"25787","556100547674","POINT (18.0076296 53.1235938)",9/25/2014 22:32:41
324.00,"1145 Vilnius Manor","","Mxico",451.00,"73170","674805712553","POINT (0 0)",9/25/2014 22:32:12
325.00,"1892 Nabereznyje Telny Lane","","Tutuila",516.00,"28396","478229987054","POINT (0 0)",9/25/2014 22:30:02
326.00,"470 Boksburg Street","","Central",81.00,"97960","908029859266","POINT (84.8773507 27.0104304)",9/25/2014 22:32:19
327.00,"1427 A Corua (La Corua) Place","","Buenos Aires",45.00,"85799","972574862516","POINT (0 0)",9/25/2014 22:30:04
328.00,"479 San Felipe del Progreso Avenue","","Morelos",130.00,"54949","869051782691","POINT (-98.9455577 18.8045961)",9/25/2014 22:32:04
329.00,"867 Benin City Avenue","","Henan",591.00,"78543","168884817145","POINT (113.4638946 34.1627839)",9/25/2014 22:30:50
330.00,"981 Kumbakonam Place","","Distrito Federal",89.00,"87611","829116184079","POINT (0 0)",9/25/2014 22:30:17
331.00,"1016 Iwakuni Street","","St George",269.00,"49833","961370847344","POINT (-61.2247516 13.1587251)",9/25/2014 22:32:59
332.00,"663 Baha Blanca Parkway","","Adana",5.00,"33463","834418779292","POINT (35.3288926 37.0016775)",9/25/2014 22:33:22
333.00,"1860 Taguig Loop","","West Java",119.00,"59550","38158430589","POINT (107.5908393 -6.9611164)",9/25/2014 22:31:32
334.00,"1816 Bydgoszcz Loop","","Dhaka",234.00,"64308","965273813662","POINT (89.9481296 24.9196508)",9/25/2014 22:30:12
335.00,"587 Benguela Manor","","Illinois",42.00,"91590","165450987037","POINT (-88.3200762 41.7605836)",9/25/2014 22:33:44
336.00,"430 Kumbakonam Drive","","Santa F",457.00,"28814","105470691550","POINT (-58.3772319 -34.6131591)",9/25/2014 22:30:07
337.00,"1838 Tabriz Lane","","Dhaka",143.00,"1195","38988715447","POINT (90.4074439 23.7104078)",9/25/2014 22:30:12
338.00,"431 Szkesfehrvr Avenue","","Baki",48.00,"57828","119501405123","POINT (49.8920185 40.3776798)",9/25/2014 22:30:11
339.00,"503 Sogamoso Loop","","Sumqayit",505.00,"49812","834626715837","POINT (49.6686177 40.5897257)",9/25/2014 22:30:11
340.00,"507 Smolensk Loop","","Sousse",492.00,"22971","80303246192","POINT (10.6369931 35.8253973)",9/25/2014 22:33:21
341.00,"1920 Weifang Avenue","","Uttar Pradesh",427.00,"15643","869507847714","POINT (79.0289576 28.8090428)",9/25/2014 22:31:25
342.00,"124 al-Manama Way","","Hiroshima",382.00,"52368","647899404952","POINT (133.2278006 34.4166734)",9/25/2014 22:31:52
343.00,"1443 Mardan Street","","Western Cape",392.00,"31483","231383037471","POINT (18.9655278 -33.7046881)",9/25/2014 22:33:05
344.00,"1909 Benguela Lane","","Henan",581.00,"19913","624138001031","POINT (113.8672267 35.3088968)",9/25/2014 22:30:47
345.00,"68 Ponce Parkway","","Hanoi",201.00,"85926","870635127812","POINT (105.8411713 21.0245089)",9/25/2014 22:34:06
346.00,"1217 Konotop Avenue","","Gelderland",151.00,"504","718917251754","POINT (5.6583352 52.0333321)",9/25/2014 22:32:20
347.00,"1293 Nam Dinh Way","","Roraima",84.00,"71583","697656479977","POINT (-60.6733335 2.8197248)",9/25/2014 22:30:17
348.00,"785 Vaduz Street","","Baja California",335.00,"36170","895616862749","POINT (-115.4544699 32.6278161)",9/25/2014 22:32:10
349.00,"1516 Escobar Drive","","Tongatapu",370.00,"46069","64536069371","POINT (-175.2018383 -21.1393845)",9/25/2014 22:33:20
350.00,"1628 Nagareyama Lane","","Central",453.00,"60079","20064292617","POINT (-57.5087974 -25.3396832)",9/25/2014 22:32:32
351.00,"1157 Nyeri Loop","","Adygea",320.00,"56380","262744791493","POINT (40.1058391 44.6077807)",9/25/2014 22:32:55
352.00,"1673 Tangail Drive","","Daugavpils",137.00,"26857","627924259271","POINT (26.5333303 55.8833321)",9/25/2014 22:31:57
353.00,"381 Kabul Way","","Taipei",209.00,"87272","55477302294","POINT (0 0)",9/25/2014 22:33:15
354.00,"953 Hodeida Street","","Southern Tagalog",221.00,"18841","53912826864","POINT (0 0)",9/25/2014 22:32:37
355.00,"469 Nakhon Sawan Street","","Tuvassia",531.00,"58866","689199636560","POINT (0 0)",9/25/2014 22:32:58
356.00,"1378 Beira Loop","","Krasnojarsk",597.00,"40792","840957664136","POINT (0 0)",9/25/2014 22:32:58
357.00,"1641 Changhwa Place","","Nord-Ouest",52.00,"37636","256546485220","POINT (10.1459725 5.9597163)",9/25/2014 22:30:25
358.00,"1698 Southport Loop","","Hidalgo",393.00,"49009","754358349853","POINT (-98.7332931 20.1169757)",9/25/2014 22:32:11
359.00,"519 Nyeri Manor","","So Paulo",461.00,"37650","764680915323","POINT (0 0)",9/25/2014 22:30:21
360.00,"619 Hunuco Avenue","","Shimane",331.00,"81508","142596392389","POINT (133.0505647 35.4722288)",9/25/2014 22:31:50
361.00,"45 Aparecida de Goinia Place","","Madhya Pradesh",464.00,"7431","650496654258","POINT (80.8248472 24.5822532)",9/25/2014 22:31:26
362.00,"482 Kowloon and New Kowloon Manor","","Bratislava",90.00,"97056","738968474939","POINT (17.1067496 48.1481638)",9/25/2014 22:33:02
363.00,"604 Bern Place","","Jharkhand",429.00,"5373","620719383725","POINT (85.3385674 23.3477771)",9/25/2014 22:31:25
364.00,"1623 Kingstown Drive","","Buenos Aires",20.00,"91299","296394569728","POINT (-58.3333333 -34.8333375)",9/25/2014 22:30:04
365.00,"1009 Zanzibar Lane","","Arecibo",32.00,"64875","102396298916","POINT (-66.7157391 18.4724507)",9/25/2014 22:32:45
366.00,"114 Jalib al-Shuyukh Manor","","Centre",585.00,"60440","845378657301","POINT (0 0)",9/25/2014 22:30:25
367.00,"1163 London Parkway","","Par",66.00,"6066","675120358494","POINT (0 0)",9/25/2014 22:30:16
368.00,"1658 Jastrzebie-Zdrj Loop","","Central",372.00,"96584","568367775448","POINT (37.8734742 -0.0993589)",9/25/2014 22:31:56
369.00,"817 Laredo Avenue","","Jalisco",188.00,"77449","151249681135","POINT (-103.3918271 20.6668204)",9/25/2014 22:32:06
370.00,"1565 Tangail Manor","","Okinawa",377.00,"45750","634445428822","POINT (126.6687194 25.7722563)",9/25/2014 22:31:52
371.00,"1912 Emeishan Drive","","Balikesir",50.00,"33050","99883471275","POINT (27.8861139 39.6491766)",9/25/2014 22:33:22
372.00,"230 Urawa Drive","","Andhra Pradesh",8.00,"2738","166898395731","POINT (77.2753617 15.6250982)",9/25/2014 22:31:09
373.00,"1922 Miraj Way","","Esfahan",356.00,"13203","320471479776","POINT (51.3668958 32.6344247)",9/25/2014 22:31:37
374.00,"433 Florencia Street","","Chihuahua",250.00,"91330","561729882725","POINT (0 0)",9/25/2014 22:32:08
375.00,"1049 Matamoros Parkway","","Karnataka",191.00,"69640","960505250340","POINT (76.8378775 17.3376375)",9/25/2014 22:31:16
376.00,"1061 Ede Avenue","","Southern Tagalog",98.00,"57810","333390595558","POINT (0 0)",9/25/2014 22:32:35
377.00,"154 Oshawa Manor","","East Java",415.00,"72771","440365973660","POINT (113.2159708 -7.7543494)",9/25/2014 22:31:34
378.00,"1191 Tandil Drive","","Southern Tagalog",523.00,"6362","45554316010","POINT (0 0)",9/25/2014 22:32:40
379.00,"1133 Rizhao Avenue","","Pernambuco",572.00,"2800","600264533987","POINT (0 0)",9/25/2014 22:30:23
380.00,"1519 Santiago de los Caballeros Loop","","East Kasai",348.00,"22025","409315295763","POINT (0 0)",9/25/2014 22:30:53
381.00,"1618 Olomouc Manor","","Kurgan",285.00,"26385","96846695220","POINT (65.3333338 55.4523109)",9/25/2014 22:32:51
382.00,"220 Hidalgo Drive","","Kermanshah",265.00,"45298","342720754566","POINT (47.0656814 34.3141741)",9/25/2014 22:31:37
383.00,"686 Donostia-San Sebastin Lane","","Guangdong",471.00,"97390","71857599858","POINT (114.0683656 22.5455493)",9/25/2014 22:30:42
384.00,"97 Mogiljov Lane","","Gujarat",73.00,"89294","924815207181","POINT (72.1525264 21.7744509)",9/25/2014 22:31:11
385.00,"1642 Charlotte Amalie Drive","","Slaskie",549.00,"75442","821476736117","POINT (18.9664179 50.1371796)",9/25/2014 22:32:44
386.00,"1368 Maracabo Boulevard","","",493.00,"32716","934352415130","POINT (-63.0833345 18.1833393)",9/25/2014 22:30:03
387.00,"401 Sucre Boulevard","","New Hampshire",322.00,"25007","486395999608","POINT (-71.4547917 42.9956463)",9/25/2014 22:33:56
388.00,"368 Hunuco Boulevard","","Namibe",360.00,"17165","106439158941","POINT (12.1522211 -15.1961143)",9/25/2014 22:30:03
389.00,"500 Lincoln Parkway","","Jiangsu",210.00,"95509","550306965159","POINT (119.0191752 33.5886108)",9/25/2014 22:30:35
390.00,"102 Chapra Drive","","Ibaragi",521.00,"14073","776031833752","POINT (0 0)",9/25/2014 22:31:54
391.00,"1793 Meixian Place","","Hmelnytskyi",258.00,"33535","619966287415","POINT (0 0)",9/25/2014 22:33:31
392.00,"514 Ife Way","","Shaba",315.00,"69973","900235712074","POINT (0 0)",9/25/2014 22:30:53
393.00,"717 Changzhou Lane","","Southern Tagalog",104.00,"21615","426255288071","POINT (0 0)",9/25/2014 22:32:36
394.00,"753 Ilorin Avenue","","Sichuan",157.00,"3656","464511145118","POINT (103.3875589 29.5326767)",9/25/2014 22:30:32
395.00,"1337 Mit Ghamr Avenue","","Nakhon Sawan",358.00,"29810","175283210378","POINT (100.1371733 15.7047282)",9/25/2014 22:33:19
396.00,"767 Pyongyang Drive","","Osaka",229.00,"83536","667736124769","POINT (135.3368299 34.3739822)",9/25/2014 22:31:48
397.00,"614 Pak Kret Street","","Addis Abeba",6.00,"27796","47808359842","POINT (38.7468953 9.0249786)",9/25/2014 22:30:59
398.00,"954 Lapu-Lapu Way","","Moskova",278.00,"8816","737229003916","POINT (0 0)",9/25/2014 22:32:51
399.00,"331 Bydgoszcz Parkway","","Asturia",181.00,"966","537374465982","POINT (0 0)",9/25/2014 22:33:09
400.00,"1152 Citrus Heights Manor","","al-Qadarif",15.00,"5239","765957414528","POINT (35.3834416 14.0349313)",9/25/2014 22:33:11
401.00,"168 Cianjur Manor","","Saitama",228.00,"73824","679095087143","POINT (139.6850291 35.9522535)",9/25/2014 22:31:48
402.00,"616 Hagonoy Avenue","","Krasnojarsk",39.00,"46043","604177838256","POINT (0 0)",9/25/2014 22:32:47
403.00,"1190 0 Place","","Rio Grande do Sul",44.00,"10417","841876514789","POINT (-54.1069424 -31.3313942)",9/25/2014 22:30:16
404.00,"734 Bchar Place","","Punjab",375.00,"30586","280578750435","POINT (73.4458345 30.8080619)",9/25/2014 22:32:31
405.00,"530 Lausanne Lane","","Texas",135.00,"11067","775235029633","POINT (-96.8066733 32.7830646)",9/25/2014 22:33:49
406.00,"454 Patiala Lane","","Fukushima",276.00,"13496","794553031307","POINT (140.3833343 37.4679281)",9/25/2014 22:31:49
407.00,"1346 Mysore Drive","","Bretagne",92.00,"61507","516647474029","POINT (-4.4833319 48.4979204)",9/25/2014 22:31:00
408.00,"990 Etawah Loop","","Tamil Nadu",564.00,"79940","206169448769","POINT (76.9511624 10.3269123)",9/25/2014 22:31:29
409.00,"1266 Laredo Parkway","","Saitama",380.00,"7664","1483365694","POINT (139.6241343 35.9066539)",9/25/2014 22:31:52
410.00,"88 Nagaon Manor","","Buenos Aires",524.00,"86868","779461480495","POINT (-59.1331661 -37.3216706)",9/25/2014 22:30:07
411.00,"264 Bhimavaram Manor","","St Thomas",111.00,"54749","302526949177","POINT (0 0)",9/25/2014 22:34:08
412.00,"1639 Saarbrcken Drive","","North West",437.00,"9827","328494873422","POINT (27.2420868 -25.6675623)",9/25/2014 22:33:05
413.00,"692 Amroha Drive","","Northern",230.00,"35575","359478883004","POINT (80.0074283 9.6684518)",9/25/2014 22:33:10
414.00,"1936 Lapu-Lapu Parkway","","Bauchi & Gombe",141.00,"7122","653436985797","POINT (0 0)",9/25/2014 22:32:23
415.00,"432 Garden Grove Street","","Ontario",430.00,"65630","615964523510","POINT (-79.4372524 43.8711166)",9/25/2014 22:30:28
416.00,"1445 Carmen Parkway","","West Java",117.00,"70809","598912394463","POINT (107.0830663 -6.7725909)",9/25/2014 22:31:30
417.00,"791 Salinas Street","","Punjab",208.00,"40509","129953030512","POINT (75.9079937 31.5323868)",9/25/2014 22:31:17
418.00,"126 Acua Parkway","","West Bengali",71.00,"58888","480039662421","POINT (88.2515586 24.1047388)",9/25/2014 22:31:11
419.00,"397 Sunnyvale Avenue","","Guanajuato",19.00,"55566","680851640676","POINT (-100.7438977 20.9152845)",9/25/2014 22:32:01
420.00,"992 Klerksdorp Loop","","Utrecht",23.00,"33711","855290087237","POINT (5.3875453 52.1550813)",9/25/2014 22:32:19
421.00,"966 Arecibo Loop","","Sind",134.00,"94018","15273765306","POINT (67.7763138 26.7328704)",9/25/2014 22:32:30
422.00,"289 Santo Andr Manor","","al-Sharqiya",16.00,"72410","214976066017","POINT (0 0)",9/25/2014 22:32:59
423.00,"437 Chungho Drive","","Puerto Plata",450.00,"59489","491271355190","POINT (-70.6884507 19.7934458)",9/25/2014 22:30:55
424.00,"1948 Bayugan Parkway","","Bihar",264.00,"60622","987306329957","POINT (87.5704408 25.5385267)",9/25/2014 22:31:19
